Constituency,Surname,Firstname,Gender,Party,Party Abbreviation,Count Number,Required To Reach Quota,Required To Save Deposit,Votes,Result,Candidate Id,Constituency Number,Constituency Ainm,,Year,Full Name
Wexford,Murphy,Verona,F,Non-Party,NON-P.,11,664,0,5825,Elected,206,40,Loch Garman,,2020,Verona Murphy
Wexford,Mythen,Johnny,M,Sinn Féin,S.F.,11,0,0,18717,Elected,207,40,Loch Garman,,2020,Johnny Mythen
Wexford,O'Shea,Seanie,M,Independents 4 Change,I.4.C.,11,0,1539,825,Excluded,208,40,Loch Garman,,2020,Seanie O'Shea
Wexford,Roseingrave,Paula,F,Green Party/ Comhaontas Glas,G.P.,11,0,446,2028,Excluded,209,40,Loch Garman,,2020,Paula Roseingrave
Wexford,Sheehan,Michael,M,Fianna Fáil,F.F.,11,0,0,4366,Excluded,210,40,Loch Garman,,2020,Michael Sheehan
Wexford,Wadding,Deirdre,F,Solidarity - People Before Profit,S.P.B.P.,11,0,0,1116,Excluded,211,40,Loch Garman,,2020,Deirdre Wadding
Wicklow,BEHAN,JOE,M,Non-Party,NON-P.,15,0,0,2988,Excluded,183,41,Cill Mhantï¿½in,,2020,JOE BEHAN
Wicklow,BRADY,JOHN,M,Sinn Féin,S.F.,15,0,0,17297,Elected,185,41,Cill Mhantï¿½in,,2020,JOHN BRADY
Wicklow,BRIGGS,SHARON,F,Solidarity - People Before Profit,S.P.B.P.,15,0,524,1037,Excluded,186,41,Cill Mhantï¿½in,,2020,SHARON BRIGGS
Wicklow,CASEY,PAT,M,Fianna Fáil,F.F.,15,0,0,4473,Excluded,187,41,Cill Mhantï¿½in,,2020,PAT CASEY
Wicklow,CONNOR,SEAMUS,M,Aontu,A.,15,0,1621,1051,Excluded,188,41,Cill Mhantï¿½in,,2020,SEAMUS CONNOR
Wicklow,COX,VALERIE,F,Non-Party,NON-P.,15,0,248,1805,Excluded,189,41,Cill Mhantï¿½in,,2020,VALERIE COX
Wicklow,DONNELLY,STEPHEN,M,Fianna Fáil,F.F.,15,869,0,5467,Elected,190,41,Cill Mhantï¿½in,,2020,STEPHEN DONNELLY
Wicklow,DOYLE,ANDREW,M,Fine Gael,F.G.,15,3027,0,4940,Excluded,191,41,Cill Mhantï¿½in,,2020,ANDREW DOYLE
Wicklow,DUNNE,TOM,M,Non-Party,NON-P.,15,0,2343,478,Excluded,192,41,Cill Mhantï¿½in,,2020,TOM DUNNE
Wicklow,FITZGERALD,ANTHONY,M,Non-Party,NON-P.,15,0,2879,79,Excluded,193,41,Cill Mhantï¿½in,,2020,ANTHONY FITZGERALD
Wicklow,GUNNING,EILEEN,F,The National Party,T.N.P.A.P.N.,15,0,2515,399,Excluded,194,41,Cill Mhantï¿½in,,2020,EILEEN GUNNING
Wicklow,HARRIS,SIMON,M,Fine Gael,F.G.,15,49,0,8765,Elected,195,41,Cill Mhantï¿½in,,2020,SIMON HARRIS
Wicklow,KEDDY,CHARLIE,M,Non-Party,NON-P.,15,0,2662,219,Excluded,196,41,Cill Mhantï¿½in,,2020,CHARLIE KEDDY
Wicklow,KING,WILLIAM,M,Non-Party,NON-P.,15,0,2946,20,Excluded,197,41,Cill Mhantï¿½in,,2020,WILLIAM KING
Wicklow,LARKIN,JOHN JOSEPH,M,Non-Party,NON-P.,15,0,2753,173,Excluded,198,41,Cill Mhantï¿½in,,2020,JOHN JOSEPH LARKIN
Wicklow,MATTHEWS,STEVEN,M,Green Party/ Comhaontas Glas,G.P.,15,2265,0,5634,Elected,199,41,Cill Mhantï¿½in,,2020,STEVEN MATTHEWS
Wicklow,O BRIEN,PAUL,M,The Labour Party,LAB.,15,0,997,1727,Excluded,200,41,Cill Mhantï¿½in,,2020,PAUL O BRIEN
Wicklow,SNELL,JOHN,M,Non-Party,NON-P.,15,0,0,3050,Excluded,201,41,Cill Mhantï¿½in,,2020,JOHN SNELL
Wicklow,TIMMINS,BILLY,M,Fine Gael,F.G.,15,0,0,4679,Excluded,202,41,Cill Mhantï¿½in,,2020,BILLY TIMMINS
Wicklow,WHITMORE,JENNIEFER,F,Social Democrats,S.D.,15,0,0,7039,Elected,203,41,Cill Mhantï¿½in,,2020,JENNIEFER WHITMORE
